GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
oscar-cp,oscar.cp.scheduling.constraints,SweepMaxCumulative.EventList,258,0,2,0,30,0,16,0,15,0
oscar-cp,oscar.cp.scheduling.constraints,TimeTableEdgeFindingLR,106,839,9,59,6,109,9,29,1,3
oscar-cp,oscar.cp.scheduling.constraints,TimeTableEdgeFinding,80,91,0,0,1,6,2,2,2,2
oscar-cp,oscar.cp.scheduling.constraints,NFNLCubicLR,867,0,54,0,100,0,63,0,36,0
oscar-cp,oscar.cp.scheduling.constraints,SweepMinCumulative,1128,0,108,0,129,0,76,0,22,0
oscar-cp,oscar.cp.scheduling.constraints,SweepMinCumulative.EventType.,33,0,4,0,9,0,8,0,5,0
oscar-cp,oscar.cp.scheduling.constraints,SweepMaxCumulative.EventType.,33,0,4,0,9,0,8,0,5,0
oscar-cp,oscar.cp.scheduling.constraints,MaxCumulative.,7,16,0,0,2,2,2,2,2,2
oscar-cp,oscar.cp.scheduling.constraints,SweepMinCumulative.Event,91,0,2,0,10,0,17,0,16,0
oscar-cp,oscar.cp.scheduling.constraints,DisjunctiveWithTransitionTimesAndFamilies,109,0,6,0,8,0,6,0,3,0
oscar-cp,oscar.cp.scheduling.constraints,NFNLCubic,186,0,0,0,11,0,9,0,9,0
oscar-cp,oscar.cp.scheduling.constraints,UnaryLR,58,827,2,80,2,124,4,42,2,3
oscar-cp,oscar.util,IncrementalStatistics,13,102,1,1,4,13,2,5,1,5
oscar-cp,oscar.util,OutFile,99,0,4,0,15,0,15,0,13,0
oscar-cp,oscar.util,QuasiRandomSequence.,15,0,0,0,2,0,3,0,3,0
oscar-cp,oscar.util,InFile,62,0,0,0,6,0,7,0,7,0
oscar-cp,oscar.util,QuasiRandomSequence,2154,0,2,0,47,0,15,0,14,0
oscar-cp,oscar.util,MagicArray,167,0,12,0,16,0,20,0,14,0
oscar-cp,oscar.util,package.,205,63,11,3,36,12,19,5,13,4
oscar-cp,oscar.util,Interval.,16,0,0,0,2,0,3,0,3,0
oscar-cp,oscar.util,package.RandomOps,55,0,0,0,3,0,10,0,10,0
oscar-cp,oscar.util,MagicArray.,77,0,4,0,20,0,7,0,5,0
oscar-cp,oscar.util,RandomGenerator.,5,9,0,0,0,1,1,2,1,2
oscar-cp,oscar.util,package.RandomOps.,104,0,10,0,15,0,12,0,7,0
oscar-cp,oscar.util,package,60,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.util,package.Crossable,20,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.util,Interval,71,0,8,0,10,0,11,0,7,0
oscar-cp,oscar.util,RandomGenerator,76,0,0,0,0,0,20,0,20,0
oscar-cp,oscar.util,InFile.,15,0,0,0,2,0,3,0,3,0
oscar-cp,oscar.util,OutFile.,21,0,0,0,2,0,5,0,5,0
oscar-cp,oscar.cp.core,Constraint,77,273,6,18,22,61,26,34,21,27
oscar-cp,oscar.cp.core,SolverStatistics,30,0,0,0,5,0,5,0,5,0
oscar-cp,oscar.cp.core,CPPropagStrength.Weak.,32,10,0,0,0,1,7,3,7,3
oscar-cp,oscar.cp.core,CPStore.,13,21,0,0,1,6,5,3,5,3
oscar-cp,oscar.cp.core,CPSolver.,25,9,0,0,5,1,5,2,5,2
oscar-cp,oscar.cp.core,CPStore,245,698,17,55,39,160,37,65,22,44
oscar-cp,oscar.cp.core,CPPropagStrength.Automatic.,32,10,0,0,0,1,7,3,7,3
oscar-cp,oscar.cp.core,CPPropagStrength.Strong.,32,10,0,0,0,1,7,3,7,3
oscar-cp,oscar.cp.core,SubConstraint,6,5,0,0,1,1,2,1,2,1
oscar-cp,oscar.cp.core,NoSolutionException,0,4,0,0,0,1,0,1,0,1
oscar-cp,oscar.cp.core,Constraint.,5,7,0,0,0,1,1,2,1,2
oscar-cp,oscar.cp.core,CPPropagStrength.Medium.,32,10,0,0,0,1,7,3,7,3
oscar-cp,oscar.cp.core,SubConstraint.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.core,CPSol,15,16,1,1,1,3,3,1,2,1
oscar-cp,oscar.cp.core,CPOptimizer,199,82,0,0,22,12,19,8,19,8
oscar-cp,oscar.cp.core,CPSolver,206,237,28,16,25,41,38,27,21,22
oscar-cp,oscar.cp.core,CPPropagStrength,7,0,0,0,0,0,2,0,2,0
oscar-cp,oscar.cp.core,CPPropagStrength.,32,27,8,0,1,1,6,2,2,2
