GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
oscar-cp,oscar.cp.constraints.nooverlap,AlternativeResources,47,24,0,0,2,1,2,1,2,1
oscar-cp,oscar.cp.constraints.nooverlap,NoOverlapLeftToRightTransitionTimesFamilies,5,145,2,8,1,16,2,10,0,7
oscar-cp,oscar.cp.constraints.nooverlap,NoOverlapLeftToRightTransitionTimes,0,57,0,2,0,4,0,4,0,3
oscar-cp,oscar.cp.constraints.nooverlap,NoOverlapLeftToRight,77,1216,11,91,10,151,11,71,1,30
oscar-cp,oscar.cp.constraints.nooverlap,AlternativeResourcesTransitionTimesFamilies,47,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.cp.constraints.nooverlap,NoOverlapTransitionTimes.,5,7,0,0,0,1,1,2,1,2
oscar-cp,oscar.cp.constraints.nooverlap,NoOverlapTransitionTimesFamilies.,5,9,0,0,0,1,1,3,1,3
oscar-cp,oscar.cp.constraints.nooverlap,NoOverlapTransitionTimesFamilies,10,77,1,1,1,5,3,3,2,3
oscar-cp,oscar.cp.constraints.nooverlap,AlternativeResourcesTransitionTimesFamilies.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.cp.constraints.nooverlap,NoOverlapTransitionTimes,3,104,0,2,0,7,1,5,1,4
oscar-cp,oscar.cp.constraints.nooverlap,NoOverlap,41,101,0,0,1,8,1,6,1,6
oscar-cp,oscar.cp.constraints.nooverlap,AlternativeResourcesTransitionTimes,0,49,0,0,0,5,0,3,0,3
oscar-cp,oscar.cp.constraints.nooverlap.util,TransitionTimesUtils,5,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.constraints.nooverlap.util,TSPUtils.,204,0,12,0,39,0,17,0,11,0
oscar-cp,oscar.cp.constraints.nooverlap.util,TransitionTimesUtils.,5,20,0,0,1,3,1,2,1,2
oscar-cp,oscar.cp.constraints.nooverlap.util,OptionalIntervalDomain,10,170,4,8,0,22,6,14,2,12
oscar-cp,oscar.cp.constraints.nooverlap.util,DynamicProgrammingTSP.,120,0,0,0,20,0,10,0,10,0
oscar-cp,oscar.cp.constraints.nooverlap.util,TSPUtils,26,0,0,0,0,0,6,0,6,0
oscar-cp,oscar.cp.constraints.nooverlap.util,DynamicProgrammingTSP,28,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,BinaryPostFormat.,174,0,6,0,19,0,13,0,10,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,BinaryPostFormat,30,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,BinaryPreFormat.,129,0,6,0,16,0,11,0,8,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,Data.,50,0,0,0,7,0,4,0,4,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,SparseFormat,30,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,SparseFormat.,109,0,2,0,10,0,8,0,7,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,BinaryPreFormat,30,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,Data,464,0,6,0,43,0,32,0,29,0
oscar-cp,oscar.ml.classificationtree.DataManipulation,FileFormat,63,0,2,0,10,0,5,0,4,0
oscar-cp,oscar.cp.constraints.diagrams.diagramrepresentation,Diagram,59,14,1,1,6,2,6,2,5,2
oscar-cp,oscar.cp.constraints.diagrams.diagramrepresentation,BasicSmartDiagram,262,1473,8,80,32,191,22,76,15,39
oscar-cp,oscar.cp.constraints.diagrams.diagramrepresentation,GroundDiagram,262,1576,10,80,34,199,21,81,13,44
oscar-cp,oscar.ml.pm.examples.fem,FEMRunner.Config.3.,43,0,0,0,5,0,9,0,9,0
oscar-cp,oscar.ml.pm.examples.fem,FEMRunner.Config.new Product() {...},199,0,28,0,5,0,39,0,22,0
oscar-cp,oscar.ml.pm.examples.fem,FEMtimeRunner.Config.new Product() {...},229,0,32,0,6,0,45,0,25,0
oscar-cp,oscar.ml.pm.examples.fem,FEMtimeRunner.Config.3.,55,0,0,0,6,0,10,0,10,0
oscar-cp,oscar.ml.pm.examples.fem,FEMRunner.,306,0,12,0,27,0,14,0,8,0
oscar-cp,oscar.ml.pm.examples.fem,FEMRunner,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.examples.fem,FEMtimeRunner,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.examples.fem,FEMtimeRunner.,311,0,12,0,27,0,14,0,8,0
oscar-cp,oscar.ml.classificationtree.Constraints,CstDummyEnd,69,0,2,0,8,0,8,0,7,0
oscar-cp,oscar.ml.classificationtree.Constraints,CstSplitUseful,134,0,4,0,12,0,13,0,11,0
oscar-cp,oscar.ml.classificationtree.Constraints,CstDummy,107,0,4,0,12,0,11,0,9,0
oscar-cp,oscar.ml.classificationtree.Constraints,ReversibleSparseBitSetEntry,15,0,0,0,2,0,2,0,2,0
oscar-cp,oscar.ml.classificationtree.Constraints,ReversibleSparseBitSet2.BitSet,82,0,4,0,8,0,9,0,7,0
oscar-cp,oscar.ml.classificationtree.Constraints,CstSplitUseful.GrBis,83,0,8,0,11,0,9,0,5,0
oscar-cp,oscar.ml.classificationtree.Constraints,CstSplitPossible,119,0,8,0,15,0,13,0,9,0
oscar-cp,oscar.ml.classificationtree.Constraints,CoverSizeSR,778,0,74,0,133,0,58,0,21,0
oscar-cp,oscar.ml.classificationtree.Constraints,ReversibleSparseBitSet2,938,0,68,0,166,0,67,0,33,0
oscar-cp,oscar.ml.classificationtree.Constraints,CoverSizeSRInter,563,0,42,0,100,0,32,0,11,0
oscar-cp,oscar.ml.classificationtree.Constraints,CoverSizeSROld,486,0,38,0,84,0,30,0,11,0
oscar-cp,oscar.cp.examples.sequences,PTPWithInsertSeq.Stop,326,0,54,0,14,0,67,0,36,0
oscar-cp,oscar.cp.examples.sequences,PTPWithInsertSeq.,2721,0,20,0,107,0,82,0,72,0
oscar-cp,oscar.cp.examples.sequences,PTPWithInsertSeq.Stop.,50,0,0,0,2,0,7,0,7,0
oscar-cp,oscar.cp.examples.sequences,PTPWithInsertSeq,184,0,0,0,0,0,59,0,59,0
oscar-cp,oscar.ml.pm.examples.fim,pureFimRunner.Config.3.,43,0,0,0,5,0,9,0,9,0
oscar-cp,oscar.ml.pm.examples.fim,globalFimRunner,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.examples.fim,globalFimRunner.Config.3.,43,0,0,0,5,0,9,0,9,0
oscar-cp,oscar.ml.pm.examples.fim,globalFimRunner.,251,0,16,0,32,0,18,0,10,0
oscar-cp,oscar.ml.pm.examples.fim,coverSizeRunner.Config.new Product() {...},199,0,28,0,5,0,39,0,22,0
oscar-cp,oscar.ml.pm.examples.fim,globalFimRunner.Config.new Product() {...},199,0,28,0,5,0,39,0,22,0
oscar-cp,oscar.ml.pm.examples.fim,DiscriminativeCoverSizeZDCRunner,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.examples.fim,pureFimRunner.Config.new Product() {...},199,0,28,0,5,0,39,0,22,0
oscar-cp,oscar.ml.pm.examples.fim,pureFimRunner.,337,0,18,0,39,0,21,0,12,0
oscar-cp,oscar.ml.pm.examples.fim,coverSizeRunner.,276,0,16,0,35,0,18,0,10,0
oscar-cp,oscar.ml.pm.examples.fim,DiscriminativeCoverSizeZDCRunner.Config.3.,36,0,0,0,4,0,8,0,8,0
oscar-cp,oscar.ml.pm.examples.fim,coverSizeRunner.Config.3.,43,0,0,0,5,0,9,0,9,0
oscar-cp,oscar.ml.pm.examples.fim,coverSizeRunner,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.examples.fim,DiscriminativeCoverSizeZDCRunner.,329,0,6,0,31,0,13,0,10,0
oscar-cp,oscar.ml.pm.examples.fim,DiscriminativeCoverSizeZDCRunner.Config.new Product() {...},168,0,24,0,4,0,33,0,19,0
oscar-cp,oscar.ml.pm.examples.fim,pureFimRunner,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.cp.constraints.tables.mdd,MDDEdge,182,24,26,0,0,1,37,4,21,4
oscar-cp,oscar.cp.constraints.tables.mdd,Node,0,115,0,2,0,13,0,17,0,16
oscar-cp,oscar.cp.constraints.tables.mdd,MDDNode,0,83,0,0,0,15,0,14,0,14
oscar-cp,oscar.cp.constraints.tables.mdd,MDD,7,619,2,34,1,112,2,29,0,13
oscar-cp,oscar.cp.constraints.tables.mdd,ReversibleMDD,1,920,1,37,0,139,1,51,0,33
oscar-cp,oscar.cp.constraints.tables.mdd,MDDEdge.,42,0,0,0,1,0,6,0,6,0
oscar-cp,oscar.cp.constraints.tables.mdd,MDDTableVar,5,327,1,27,1,69,2,26,1,13
oscar-cp,oscar.cp.constraints.sets,ExcludeElem,26,110,4,10,1,23,5,13,1,10
oscar-cp,oscar.cp.constraints.sets,Requires.,11,12,0,0,2,1,2,2,2,2
oscar-cp,oscar.cp.constraints.sets,Requires,22,21,0,0,1,2,3,3,3,3
oscar-cp,oscar.cp.constraints.sets,RequireElem,26,110,4,10,1,23,5,13,1,10
oscar-cp,oscar.cp.constraints.sets,Excludes.,11,12,0,0,2,1,2,2,2,2
oscar-cp,oscar.cp.constraints.sets,Excludes,22,21,0,0,1,2,3,3,3,3
oscar-cp,oscar.cp.examples.util.reader,QAPReader,15,0,0,0,0,0,3,0,3,0
oscar-cp,oscar.cp.examples.util.reader,KnapsackReader,8,0,0,0,0,0,2,0,2,0
oscar-cp,oscar.cp.examples.util.reader,KnapsackReader.,333,0,12,0,25,0,22,0,16,0
oscar-cp,oscar.cp.examples.util.reader,TSPUtils,51,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.util.reader,QAPReader.,183,0,10,0,18,0,17,0,12,0
oscar-cp,oscar.cp.examples.util.reader,TSPUtils.,399,0,6,0,40,0,20,0,17,0
oscar-cp,oscar.ml.spm,PPIC,814,0,76,0,131,0,62,0,24,0
oscar-cp,oscar.algo.graph,GraphUtils.EdgeOrdering.2.,34,0,0,0,2,0,2,0,2,0
oscar-cp,oscar.algo.graph,GraphUtils,40,0,0,0,0,0,8,0,8,0
oscar-cp,oscar.algo.graph,NegativeWeightCycleException,0,3,0,0,0,1,0,1,0,1
oscar-cp,oscar.algo.graph,GraphUtils.,169,450,12,16,17,62,11,25,5,17
oscar-cp,oscar.cp.modeling,ElementBuilder.,10,0,0,0,2,0,2,0,2,0
oscar-cp,oscar.cp.modeling,Branchings.ValueHeuristicLearner,69,0,4,0,9,0,5,0,3,0
oscar-cp,oscar.cp.modeling,Branchings,429,248,0,0,41,22,69,33,69,33
oscar-cp,oscar.cp.modeling,WeightedDegreeHelper,69,0,2,0,9,0,7,0,6,0
oscar-cp,oscar.cp.modeling,ElementBuilder.ElementIntMatrixConstraintBuilderLine,40,0,0,0,2,0,8,0,8,0
oscar-cp,oscar.cp.modeling,ElementBuilder.ArrayCPIntVarElementConstraintBuilder,40,0,0,0,2,0,8,0,8,0
oscar-cp,oscar.cp.modeling,constraint,718,0,0,0,0,0,127,0,127,0
oscar-cp,oscar.cp.modeling,ElementBuilder.ArrayCPBoolVarElementConstraintBuilder,40,0,0,0,2,0,8,0,8,0
oscar-cp,oscar.cp.modeling,ElementBuilder,51,6,0,0,6,2,12,2,12,2
oscar-cp,oscar.cp.modeling,Constraints,1605,2085,21,43,108,168,152,173,134,159
oscar-cp,oscar.cp.modeling,ElementBuilder.ElementIntMatrixConstraintBuilderCol,70,0,0,0,6,0,2,0,2,0
oscar-cp,oscar.cp.modeling,LNSRelaxations,52,0,0,0,5,0,3,0,3,0
oscar-cp,oscar.cp.modeling,ElementBuilder.ArrayIntElementConstraintBuilder,40,0,0,0,2,0,8,0,8,0
oscar-cp,oscar.cp.modeling,ElementBuilder.ElementIntMatrixConstraintBuilderLine.,45,0,6,0,2,0,9,0,6,0
oscar-cp,oscar.cp.modeling,CPSolverUtils,72,171,0,0,6,14,16,42,16,42
oscar-cp,oscar.cp.modeling,constraint.,5,5,0,0,0,1,1,1,1,1
oscar-cp,oscar.cp.modeling,ElementBuilder.ArrayIntElementConstraintBuilder.,31,41,6,0,0,6,6,3,3,3
oscar-cp,oscar.cp.modeling,ElementBuilder.ArrayCPBoolVarElementConstraintBuilder.,96,0,6,0,7,0,9,0,6,0
oscar-cp,oscar.cp.modeling,ElementBuilder.ArrayCPIntVarElementConstraintBuilder.,94,0,6,0,6,0,9,0,6,0
oscar-cp,oscar.cp.multiobjective,Pareto.ParetoSol.,21,16,1,1,0,1,4,2,3,2
oscar-cp,oscar.cp.multiobjective,ListPareto.,5,32,0,0,1,2,1,5,1,5
oscar-cp,oscar.cp.multiobjective,Pareto.ParetoSol,125,20,23,1,0,1,25,3,13,3
oscar-cp,oscar.cp.multiobjective,SolSelect.,414,0,18,0,28,0,16,0,7,0
oscar-cp,oscar.cp.multiobjective,Pareto,11,230,0,8,1,39,2,26,2,22
oscar-cp,oscar.cp.multiobjective,ListPareto,28,165,1,5,0,22,8,15,7,13
oscar-cp,oscar.cp.multiobjective,SolSelect,23,0,0,0,0,0,5,0,5,0
oscar-cp,oscar.cp.core.watcher,WatcherL1BindId,35,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.cp.core.watcher,WatcherListL1..anon.new TrailEntry() {...},4,17,1,1,0,1,1,2,0,2
oscar-cp,oscar.cp.core.watcher,WatcherL2,0,16,0,0,0,3,0,2,0,2
oscar-cp,oscar.cp.core.watcher,WatcherListL2..anon.new TrailEntry() {...},4,17,1,1,0,1,1,2,0,2
oscar-cp,oscar.cp.core.watcher,WatcherListL1,18,380,1,27,3,64,3,28,2,15
oscar-cp,oscar.cp.core.watcher,WatcherListL2,17,157,2,10,4,30,4,12,3,7
oscar-cp,oscar.cp.core.watcher,WatcherL2Garded,0,24,0,2,0,3,0,3,0,2
oscar-cp,oscar.cp.core.watcher,PropagEventQueueVarSet,28,34,4,0,8,2,5,6,3,6
oscar-cp,oscar.cp.core.watcher,Watcher,0,3,0,0,0,1,0,1,0,1
oscar-cp,oscar.cp.core.watcher,WatcherL1Bind,30,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.cp.core.watcher,PropagEventQueueVarInt,62,0,4,0,10,0,11,0,9,0
oscar-cp,oscar.cp.nogoods.decisions,Assign,54,0,0,0,6,0,8,0,8,0
oscar-cp,oscar.cp.nogoods.decisions,LowerEq,70,0,2,0,7,0,11,0,10,0
oscar-cp,oscar.cp.nogoods.decisions,Greater,74,0,2,0,8,0,11,0,10,0
oscar-cp,oscar.cp.nogoods.decisions,Remove,58,0,2,0,6,0,9,0,8,0
oscar-cp,oscar.cp.nogoods.decisions,Decision,7,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.algo,RangeMinQuery,0,222,0,8,0,21,0,15,0,11
oscar-cp,oscar.algo,SortUtils,33,0,0,0,0,0,5,0,5,0
oscar-cp,oscar.algo,SortUtils.,580,418,17,41,31,77,15,23,4,5
oscar-cp,oscar.algo,MutableIntMap,110,958,9,87,20,137,18,72,9,33
oscar-cp,oscar.algo,Inconsistency.,23,14,3,1,5,2,7,1,5,1
oscar-cp,oscar.algo,BinPacking.,39,320,1,35,2,44,3,23,2,6
oscar-cp,oscar.algo,package.RandomOps.,104,0,10,0,15,0,12,0,7,0
oscar-cp,oscar.algo,BinPacking,14,0,0,0,0,0,3,0,3,0
oscar-cp,oscar.algo,MutableIntMap.MapEntry,63,55,9,3,8,7,9,9,4,8
oscar-cp,oscar.algo,VectorMap.,14,0,0,0,2,0,3,0,3,0
oscar-cp,oscar.algo,MutableIntMap..anon.new IterableOnce() {...},12,53,2,2,1,7,3,2,1,2
oscar-cp,oscar.algo,Inconsistency,13,12,0,0,0,3,4,2,4,2
oscar-cp,oscar.algo,VectorMap,21,76,3,3,3,15,4,7,1,7
oscar-cp,oscar.algo,HeightProfile,7,0,0,0,0,0,2,0,2,0
oscar-cp,oscar.algo,HeightProfile.,33,184,4,12,1,20,5,9,1,5
oscar-cp,oscar.algo,DisjointSets.Set,4,82,1,1,0,12,1,13,0,13
oscar-cp,oscar.algo,package.Crossable,20,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.algo,DisjointSets,0,257,0,14,0,32,0,19,0,12
oscar-cp,oscar.algo,HeightProfile.Rect.new Object() {...},0,27,0,0,0,2,0,5,0,5
oscar-cp,oscar.algo,Inconsistency..anon.new Inconsistency() {...},9,0,0,0,1,0,2,0,2,0
oscar-cp,oscar.algo,package,67,0,0,0,0,0,14,0,14,0
oscar-cp,oscar.algo,package.RandomOps,55,0,0,0,3,0,10,0,10,0
oscar-cp,oscar.algo,package.,221,54,13,1,40,9,22,4,15,4
oscar-cp,oscar.cp.scheduling.precedencegraph.datastructures,ActivityStack,0,58,0,2,0,10,0,6,0,5
oscar-cp,oscar.cp.scheduling.precedencegraph.datastructures,ActivityQueue,0,85,0,6,0,17,0,7,0,4
oscar-cp,oscar.cp.scheduling.precedencegraph.datastructures,IncreasingSet,0,141,0,8,0,30,0,12,0,8
oscar-cp,oscar.cp.scheduling.precedencegraph.datastructures,ReversibleSetOfActivities,32,107,0,6,1,21,1,8,1,5
oscar-cp,oscar.ml.classificationtree,solveDecisionTree.,50,0,0,0,15,0,3,0,3,0
oscar-cp,oscar.ml.classificationtree,Validation.NodeValidationTree,207,0,28,0,6,0,37,0,21,0
oscar-cp,oscar.ml.classificationtree,RunTreeANDOR,19,0,0,0,0,0,3,0,3,0
oscar-cp,oscar.ml.classificationtree,Validation.NodeValidationTree.,43,0,2,0,1,0,6,0,5,0
oscar-cp,oscar.ml.classificationtree,Validation.ValidationTree,26,0,6,0,4,0,5,0,2,0
oscar-cp,oscar.ml.classificationtree,Validation,241,0,14,0,35,0,14,0,7,0
oscar-cp,oscar.ml.classificationtree,solveDecisionTree,4,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.classificationtree,Validation.LeafValidationTree.,33,0,2,0,1,0,6,0,5,0
oscar-cp,oscar.ml.classificationtree,Validation.LeafValidationTree,135,0,18,0,3,0,24,0,15,0
oscar-cp,oscar.ml.classificationtree,RunTreeANDOR.,176,0,20,0,41,0,16,0,5,0
oscar-cp,oscar.cp.constraints.nooverlap.thetalambdatree,ThetaLambdaTree,197,1238,19,53,41,167,20,96,8,72
oscar-cp,oscar.cp.constraints.nooverlap.thetalambdatree,ThetaLambdaTreeTransitionTimes,48,280,0,12,9,35,1,17,1,11
oscar-cp,oscar.cp.constraints.nooverlap.thetalambdatree,ThetaLambdaTreeTransitionTimesFamilies,103,579,2,34,9,75,4,36,2,20
oscar-cp,oscar.cp.nogoods.core,Nogood,60,0,2,0,6,0,7,0,6,0
oscar-cp,oscar.cp.nogoods.core,Unfeasible,13,0,0,0,3,0,3,0,3,0
oscar-cp,oscar.ml.pm.utils,ProteinLongSequence,59,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.ml.pm.utils,BitSetOp2.,45,0,0,0,6,0,7,0,7,0
oscar-cp,oscar.ml.pm.utils,Dataset.,119,0,2,0,15,0,8,0,7,0
oscar-cp,oscar.ml.pm.utils,Chi2.,142,0,4,0,21,0,5,0,3,0
oscar-cp,oscar.ml.pm.utils,Fisher,7,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.utils,ProteinLongSequence.,116,0,2,0,13,0,10,0,9,0
oscar-cp,oscar.ml.pm.utils,SparseFormat,127,0,6,0,14,0,10,0,7,0
oscar-cp,oscar.ml.pm.utils,SpadeFormat.,223,0,6,0,20,0,21,0,18,0
oscar-cp,oscar.ml.pm.utils,LongSequenceTimeFormat,65,0,0,0,0,0,17,0,17,0
oscar-cp,oscar.ml.pm.utils,ZDCScaled,26,0,0,0,2,0,4,0,4,0
oscar-cp,oscar.ml.pm.utils,TimeOption,206,0,26,0,1,0,41,0,25,0
oscar-cp,oscar.ml.pm.utils,ReversibleSparseBitSet2.BitSet,357,0,24,0,46,0,29,0,17,0
oscar-cp,oscar.ml.pm.utils,TestHelpers.,521,0,32,0,57,0,37,0,21,0
oscar-cp,oscar.ml.pm.utils,BSpadeFormat.,279,0,8,0,26,0,24,0,20,0
oscar-cp,oscar.ml.pm.utils,ReversibleSparseBitSet2,1480,0,130,0,281,0,103,0,38,0
oscar-cp,oscar.ml.pm.utils,Fisher.,106,0,4,0,11,0,5,0,3,0
oscar-cp,oscar.ml.pm.utils,TestHelpers,43,0,0,0,0,0,8,0,8,0
oscar-cp,oscar.ml.pm.utils,LongSequenceTimeFormat.,175,0,4,0,16,0,16,0,14,0
oscar-cp,oscar.ml.pm.utils,TdbFormat,59,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.ml.pm.utils,TdbWithLabelFormat.,13,0,0,0,2,0,2,0,2,0
oscar-cp,oscar.ml.pm.utils,SpmfFormat,59,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.ml.pm.utils,LongSequenceFormat,117,0,4,0,15,0,11,0,9,0
oscar-cp,oscar.ml.pm.utils,Transaction.,47,0,0,0,3,0,9,0,9,0
oscar-cp,oscar.ml.pm.utils,DatasetUtils.,801,0,38,0,57,0,53,0,34,0
oscar-cp,oscar.ml.pm.utils,DatasetUtils,98,0,0,0,0,0,22,0,22,0
oscar-cp,oscar.ml.pm.utils,TdbWithLabelFormat,59,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.ml.pm.utils,SpmfWithTimeFormat.,183,0,4,0,14,0,14,0,12,0
oscar-cp,oscar.ml.pm.utils,Transaction,186,0,22,0,3,0,38,0,25,0
oscar-cp,oscar.ml.pm.utils,SpmfFormat.,109,0,4,0,12,0,10,0,8,0
oscar-cp,oscar.ml.pm.utils,Gini.,135,0,6,0,19,0,6,0,3,0
oscar-cp,oscar.ml.pm.utils,InvalidOperationException,4,0,0,0,1,0,1,0,1,0
oscar-cp,oscar.ml.pm.utils,TimeOption.,42,0,0,0,1,0,6,0,6,0
oscar-cp,oscar.ml.pm.utils,FunctionNotUsedForThisFileFormatException,4,0,0,0,1,0,1,0,1,0
oscar-cp,oscar.ml.pm.utils,Chi2,7,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.utils,FileFormat,109,0,4,0,14,0,13,0,11,0
oscar-cp,oscar.ml.pm.utils,InfGain,7,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.utils,Dataset,322,0,0,0,24,0,32,0,32,0
oscar-cp,oscar.ml.pm.utils,TdbFormat.,10,0,0,0,1,0,2,0,2,0
oscar-cp,oscar.ml.pm.utils,LongSequenceWithNameAndTime,59,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.ml.pm.utils,ZDCScaled.,12,0,0,0,1,0,3,0,3,0
oscar-cp,oscar.ml.pm.utils,BSpadeFormat,74,0,0,0,0,0,20,0,20,0
oscar-cp,oscar.ml.pm.utils,ReversibleSparseBitSetEntry,15,0,0,0,2,0,2,0,2,0
oscar-cp,oscar.ml.pm.utils,SpmfWithTimeFormat,59,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.ml.pm.utils,BitSetOp2,21,0,0,0,0,0,5,0,5,0
oscar-cp,oscar.ml.pm.utils,ZDCFunction,3,0,0,0,1,0,1,0,1,0
oscar-cp,oscar.ml.pm.utils,LongSequenceWithNameAndTime.,187,0,8,0,32,0,13,0,9,0
oscar-cp,oscar.ml.pm.utils,SpmfWithHeaderFormat.,265,0,6,0,25,0,20,0,17,0
oscar-cp,oscar.ml.pm.utils,Gini,7,0,0,0,0,0,1,0,1,0
oscar-cp,oscar.ml.pm.utils,InfGain.,121,0,8,0,16,0,8,0,4,0
oscar-cp,oscar.ml.pm.utils,SpmfWithHeaderFormat,59,0,0,0,0,0,15,0,15,0
oscar-cp,oscar.ml.pm.utils,SpadeFormat,71,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.util.instanceGenerators,RandomFamilyInstanceGenerator,52,0,0,0,0,0,8,0,8,0
oscar-cp,oscar.util.instanceGenerators,RandomFamilyInstanceGenerator.,349,226,12,12,30,17,20,16,14,10
oscar-cp,oscar.cp.examples.hakank,Sudoku.,587,0,0,0,31,0,21,0,21,0
oscar-cp,oscar.cp.examples.hakank,MagicSequence,30,0,0,0,0,0,9,0,9,0
oscar-cp,oscar.cp.examples.hakank,Sudoku2,60,0,0,0,0,0,18,0,18,0
oscar-cp,oscar.cp.examples.hakank,CostasArray,23,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.cp.examples.hakank,Eq10.,917,0,4,0,31,0,23,0,21,0
oscar-cp,oscar.cp.examples.hakank,StableMarriage,62,0,0,0,0,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,SceneAllocation,93,0,0,0,0,0,30,0,30,0
oscar-cp,oscar.cp.examples.hakank,FillAPix.,852,0,4,0,33,0,25,0,23,0
oscar-cp,oscar.cp.examples.hakank,Crypto,162,0,0,0,0,0,53,0,53,0
oscar-cp,oscar.cp.examples.hakank,ClockTriplets,23,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.cp.examples.hakank,Zebra,102,0,0,0,0,0,33,0,33,0
oscar-cp,oscar.cp.examples.hakank,DeBruijn.,353,0,6,0,24,0,28,0,25,0
oscar-cp,oscar.cp.examples.hakank,Coins3.,182,0,0,0,18,0,17,0,17,0
oscar-cp,oscar.cp.examples.hakank,CalvinPuzzleTable.,330,0,4,0,26,0,25,0,23,0
oscar-cp,oscar.cp.examples.hakank,PostOfficeProblem.,245,0,0,0,22,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,CoveringOpl.,790,0,0,0,34,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,MyModulo,47,0,0,0,0,0,13,0,13,0
oscar-cp,oscar.cp.examples.hakank,Futoshiki,66,0,0,0,0,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,ChooChooTrain.,398,0,0,0,25,0,21,0,21,0
oscar-cp,oscar.cp.examples.hakank,Crypto.,1040,0,0,0,61,0,61,0,61,0
oscar-cp,oscar.cp.examples.hakank,Crypto2,108,0,0,0,0,0,34,0,34,0
oscar-cp,oscar.cp.examples.hakank,Marathon.,482,0,4,0,35,0,29,0,27,0
oscar-cp,oscar.cp.examples.hakank,Xkcd,33,0,0,0,0,0,10,0,10,0
oscar-cp,oscar.cp.examples.hakank,SetCovering4.,642,0,0,0,34,0,22,0,22,0
oscar-cp,oscar.cp.examples.hakank,GolombRuler,41,0,0,0,0,0,12,0,12,0
oscar-cp,oscar.cp.examples.hakank,DivisibleBy9Through1.,305,0,4,0,28,0,25,0,23,0
oscar-cp,oscar.cp.examples.hakank,SetCovering3.,454,0,0,0,25,0,19,0,19,0
oscar-cp,oscar.cp.examples.hakank,BreakingNews,83,0,0,0,0,0,26,0,26,0
oscar-cp,oscar.cp.examples.hakank,QuasigroupCompletion.,369,0,4,0,27,0,24,0,22,0
oscar-cp,oscar.cp.examples.hakank,SetCoveringSkiena.,607,0,0,0,34,0,20,0,20,0
oscar-cp,oscar.cp.examples.hakank,MrSmith.,312,0,4,0,24,0,24,0,22,0
oscar-cp,oscar.cp.examples.hakank,SendMoreMoneyAnyBase.,475,0,2,0,35,0,30,0,29,0
oscar-cp,oscar.cp.examples.hakank,Minesweeper.,480,0,4,0,30,0,28,0,26,0
oscar-cp,oscar.cp.examples.hakank,CoinsGrid.,179,0,0,0,17,0,16,0,16,0
oscar-cp,oscar.cp.examples.hakank,ContiguityRegular,24,0,0,0,0,0,7,0,7,0
oscar-cp,oscar.cp.examples.hakank,Lectures,36,0,0,0,0,0,11,0,11,0
